id,possui_banco,qualidade,usar_dataset,observacao
74698,False,boa,True,sem banco
75142,False,ruim,False,nuvem ou imagem inadequada
75143,False,ruim,False,nuvem ou imagem inadequada
75144,False,ruim,False,nuvem ou imagem inadequada
75588,False,ruim,False,nuvem ou imagem inadequada
75589,False,ruim,False,nuvem ou imagem inadequada
75590,False,ruim,False,nuvem ou imagem inadequada
76035,False,ruim,False,nuvem ou imagem inadequada
76036,False,boa,True,sem banco
76481,False,ruim,False,nuvem ou imagem inadequada
76482,False,ruim,False,nuvem ou imagem inadequada
76483,False,boa,True,sem banco
76928,False,ruim,False,nuvem ou imagem inadequada
76929,False,ruim,False,nuvem ou imagem inadequada
77374,False,ruim,False,nuvem ou imagem inadequada
77375,False,ruim,False,nuvem ou imagem inadequada
77376,False,ruim,False,nuvem ou imagem inadequada
77821,False,ruim,False,nuvem ou imagem inadequada
77822,False,ruim,False,nuvem ou imagem inadequada
78268,False,ruim,False,nuvem ou imagem inadequada
78269,False,boa,True,sem banco
78714,False,ruim,False,nuvem ou imagem inadequada
78715,False,ruim,False,nuvem ou imagem inadequada
78716,False,boa,True,sem banco
79160,False,boa,True,sem banco
79161,False,ruim,False,nuvem ou imagem inadequada
79162,False,ruim,False,nuvem ou imagem inadequada
79607,False,ruim,False,nuvem ou imagem inadequada
79608,False,ruim,False,nuvem ou imagem inadequada
80052,False,boa,True,sem banco
80053,False,ruim,False,nuvem ou imagem inadequada
80054,False,ruim,False,nuvem ou imagem inadequada
80497,False,boa,True,sem banco
80498,False,ruim,False,nuvem ou imagem inadequada
80499,False,ruim,False,nuvem ou imagem inadequada
80942,False,boa,True,sem banco
80943,False,ruim,False,nuvem ou imagem inadequada
80944,False,ruim,False,nuvem ou imagem inadequada
80945,False,boa,True,sem banco
81386,True,boa,True,banco evidente
81387,False,ruim,False,nuvem ou imagem inadequada
81388,False,ruim,False,nuvem ou imagem inadequada
81389,False,ruim,False,nuvem ou imagem inadequada
81390,False,ruim,False,nuvem ou imagem inadequada
81391,False,ruim,False,nuvem ou imagem inadequada
81831,False,ruim,False,nuvem ou imagem inadequada
81832,False,ruim,False,nuvem ou imagem inadequada
81833,False,ruim,False,nuvem ou imagem inadequada
81835,False,ruim,False,nuvem ou imagem inadequada
82277,False,ruim,False,nuvem ou imagem inadequada
82722,False,ruim,False,nuvem ou imagem inadequada
83167,False,ruim,False,nuvem ou imagem inadequada
83168,False,boa,True,sem banco
83612,False,boa,True,sem banco
83613,False,ruim,False,nuvem ou imagem inadequada
84058,False,ruim,False,nuvem ou imagem inadequada
84059,False,ruim,False,nuvem ou imagem inadequada
84502,False,boa,True,sem banco
84503,False,ruim,False,nuvem ou imagem inadequada
84504,False,ruim,False,nuvem ou imagem inadequada
84505,False,ruim,False,nuvem ou imagem inadequada
84948,False,ruim,False,nuvem ou imagem inadequada
84949,False,ruim,False,nuvem ou imagem inadequada
84950,False,ruim,False,nuvem ou imagem inadequada
85388,False,boa,True,sem banco
85389,False,boa,True,sem banco
85390,False,boa,True,sem banco
85394,False,ruim,False,nuvem ou imagem inadequada
85395,False,ruim,False,nuvem ou imagem inadequada
85832,False,ruim,False,nuvem ou imagem inadequada
85833,False,ruim,False,nuvem ou imagem inadequada
85834,False,ruim,False,nuvem ou imagem inadequada
85835,False,ruim,False,nuvem ou imagem inadequada
85836,False,ruim,False,nuvem ou imagem inadequada
85837,False,ruim,False,nuvem ou imagem inadequada
85838,False,ruim,False,nuvem ou imagem inadequada
85839,False,ruim,False,nuvem ou imagem inadequada
85840,False,ruim,False,nuvem ou imagem inadequada
85841,False,ruim,False,nuvem ou imagem inadequada
86282,False,ruim,False,nuvem ou imagem inadequada
86283,False,ruim,False,nuvem ou imagem inadequada
86284,False,ruim,False,nuvem ou imagem inadequada
86285,False,ruim,False,nuvem ou imagem inadequada
86714,False,boa,True,sem banco
86715,False,boa,True,sem banco
86716,False,ruim,False,nuvem ou imagem inadequada
86717,False,boa,True,sem banco
86718,False,boa,True,sem banco
86719,True,boa,True,banco evidente
86720,False,ruim,False,nuvem ou imagem inadequada
86730,False,boa,True,sem banco
87159,False,boa,True,sem banco
87160,False,boa,True,sem banco
87167,False,ruim,False,nuvem ou imagem inadequada
87168,False,boa,True,sem banco
87169,False,boa,True,sem banco
87604,False,ruim,False,nuvem ou imagem inadequada
88049,False,boa,True,sem banco
88495,False,ruim,False,nuvem ou imagem inadequada
88940,False,ruim,False,nuvem ou imagem inadequada
89386,False,ruim,False,nuvem ou imagem inadequada
89832,False,ruim,False,nuvem ou imagem inadequada
90278,False,ruim,False,nuvem ou imagem inadequada
90279,False,ruim,False,nuvem ou imagem inadequada
90725,False,ruim,False,nuvem ou imagem inadequada
90726,False,ruim,False,nuvem ou imagem inadequada
91172,False,ruim,False,nuvem ou imagem inadequada
91618,False,ruim,False,nuvem ou imagem inadequada
91619,False,ruim,False,nuvem ou imagem inadequada
92065,False,ruim,False,nuvem ou imagem inadequada
92511,False,ruim,False,nuvem ou imagem inadequada
92957,False,boa,True,sem banco
93402,False,ruim,False,nuvem ou imagem inadequada
93845,False,ruim,False,nuvem ou imagem inadequada
93846,False,boa,True,sem banco
93847,False,boa,True,sem banco
93848,False,boa,True,sem banco
94288,False,boa,True,sem banco
94289,False,ruim,False,nuvem ou imagem inadequada
94290,False,ruim,False,nuvem ou imagem inadequada
94733,False,ruim,False,nuvem ou imagem inadequada
94734,False,ruim,False,nuvem ou imagem inadequada
95179,False,ruim,False,nuvem ou imagem inadequada
95624,False,boa,True,sem banco
96070,False,ruim,False,nuvem ou imagem inadequada
96516,False,ruim,False,nuvem ou imagem inadequada
96962,False,ruim,False,nuvem ou imagem inadequada
97407,False,ruim,False,nuvem ou imagem inadequada
97408,False,ruim,False,nuvem ou imagem inadequada
97853,False,ruim,False,nuvem ou imagem inadequada
97854,False,ruim,False,nuvem ou imagem inadequada
98297,False,boa,True,sem banco
98298,False,ruim,False,nuvem ou imagem inadequada
98299,False,ruim,False,nuvem ou imagem inadequada
98300,False,boa,True,sem banco
98743,False,ruim,False,nuvem ou imagem inadequada
98744,False,ruim,False,nuvem ou imagem inadequada
99188,False,ruim,False,nuvem ou imagem inadequada
99189,False,ruim,False,nuvem ou imagem inadequada
99634,False,ruim,False,nuvem ou imagem inadequada
99635,False,ruim,False,nuvem ou imagem inadequada
100080,False,ruim,False,nuvem ou imagem inadequada
100524,False,ruim,False,nuvem ou imagem inadequada
100525,False,ruim,False,nuvem ou imagem inadequada
100526,False,ruim,False,nuvem ou imagem inadequada
100969,False,boa,True,sem banco
100971,False,ruim,False,nuvem ou imagem inadequada
101414,False,boa,True,sem banco
101416,False,boa,True,sem banco
101417,False,boa,True,sem banco
101859,False,boa,True,sem banco
101861,False,ruim,False,nuvem ou imagem inadequada
101862,False,ruim,False,nuvem ou imagem inadequada
102306,False,ruim,False,nuvem ou imagem inadequada
102307,False,ruim,False,nuvem ou imagem inadequada
102750,False,ruim,False,nuvem ou imagem inadequada
102751,False,ruim,False,nuvem ou imagem inadequada
102752,False,ruim,False,nuvem ou imagem inadequada
102753,False,ruim,False,nuvem ou imagem inadequada
103196,False,ruim,False,nuvem ou imagem inadequada
103197,False,ruim,False,nuvem ou imagem inadequada
103198,False,ruim,False,nuvem ou imagem inadequada
103641,False,ruim,False,nuvem ou imagem inadequada
103642,False,boa,True,sem banco
103643,False,ruim,False,nuvem ou imagem inadequada
104088,False,ruim,False,nuvem ou imagem inadequada
104089,False,ruim,False,nuvem ou imagem inadequada
104533,False,ruim,False,nuvem ou imagem inadequada
104534,False,ruim,False,nuvem ou imagem inadequada
104978,False,boa,True,sem banco
104979,False,ruim,False,nuvem ou imagem inadequada
105424,False,ruim,False,nuvem ou imagem inadequada
105425,False,boa,True,sem banco
105869,False,boa,True,sem banco
105870,False,ruim,False,nuvem ou imagem inadequada
106315,False,ruim,False,nuvem ou imagem inadequada
106316,False,ruim,False,nuvem ou imagem inadequada
106760,False,boa,True,sem banco
106761,False,ruim,False,nuvem ou imagem inadequada
107205,False,boa,True,sem banco
107206,False,ruim,False,nuvem ou imagem inadequada
107650,False,boa,True,sem banco
107651,False,ruim,False,nuvem ou imagem inadequada
107652,False,boa,True,sem banco
108094,False,ruim,False,nuvem ou imagem inadequada
108096,False,ruim,False,nuvem ou imagem inadequada
108097,False,ruim,False,nuvem ou imagem inadequada
108541,False,boa,True,sem banco
108542,False,ruim,False,nuvem ou imagem inadequada
108543,False,ruim,False,nuvem ou imagem inadequada
108982,True,boa,True,banco evidente
108987,False,boa,True,sem banco
108988,False,boa,True,sem banco
109428,False,boa,True,sem banco
109432,False,boa,True,sem banco
109433,False,boa,True,sem banco
109434,False,boa,True,sem banco
109878,False,boa,True,sem banco
109879,False,boa,True,sem banco
110324,False,ruim,False,nuvem ou imagem inadequada
110325,False,ruim,False,nuvem ou imagem inadequada
110769,False,boa,True,sem banco
110770,False,ruim,False,nuvem ou imagem inadequada
111209,False,boa,True,sem banco
111210,False,boa,True,sem banco
111211,True,boa,True,banco evidente
111212,False,boa,True,sem banco
111214,False,ruim,False,nuvem ou imagem inadequada
111215,False,boa,True,sem banco
111654,False,boa,True,sem banco
111655,False,boa,True,sem banco
111656,False,boa,True,sem banco
111658,False,boa,True,sem banco
111659,False,ruim,False,nuvem ou imagem inadequada
111660,False,boa,True,sem banco
112099,False,ruim,False,nuvem ou imagem inadequada
112100,False,boa,True,sem banco
112101,False,ruim,False,nuvem ou imagem inadequada
112102,False,ruim,False,nuvem ou imagem inadequada
112103,False,ruim,False,nuvem ou imagem inadequada
112104,False,ruim,False,nuvem ou imagem inadequada
112544,False,ruim,False,nuvem ou imagem inadequada
112545,False,boa,True,sem banco
112546,False,ruim,False,nuvem ou imagem inadequada
112548,False,ruim,False,nuvem ou imagem inadequada
112549,False,boa,True,sem banco
112989,False,ruim,False,nuvem ou imagem inadequada
112990,False,ruim,False,nuvem ou imagem inadequada
112991,False,boa,True,sem banco
112992,False,boa,True,sem banco
112993,False,boa,True,sem banco
113428,False,boa,True,sem banco
113432,False,ruim,False,nuvem ou imagem inadequada
113433,False,ruim,False,nuvem ou imagem inadequada
113434,False,ruim,False,nuvem ou imagem inadequada
113435,False,ruim,False,nuvem ou imagem inadequada
113436,False,ruim,False,nuvem ou imagem inadequada
113437,False,boa,True,sem banco
113873,False,ruim,False,nuvem ou imagem inadequada
113874,False,ruim,False,nuvem ou imagem inadequada
113875,False,ruim,False,nuvem ou imagem inadequada
113876,False,ruim,False,nuvem ou imagem inadequada
113877,False,ruim,False,nuvem ou imagem inadequada
113878,False,ruim,False,nuvem ou imagem inadequada
113880,False,boa,True,sem banco
113881,False,ruim,False,nuvem ou imagem inadequada
113882,True,boa,True,banco evidente
114318,False,ruim,False,nuvem ou imagem inadequada
114319,False,ruim,False,nuvem ou imagem inadequada
114322,False,ruim,False,nuvem ou imagem inadequada
114323,False,ruim,False,nuvem ou imagem inadequada
114327,False,ruim,False,nuvem ou imagem inadequada
114762,False,boa,True,sem banco
114763,False,boa,True,sem banco
114764,False,ruim,False,nuvem ou imagem inadequada
114765,False,ruim,False,nuvem ou imagem inadequada
115207,True,boa,True,banco evidente
115208,False,ruim,False,nuvem ou imagem inadequada
115209,False,ruim,False,nuvem ou imagem inadequada
115210,False,ruim,False,nuvem ou imagem inadequada
115651,False,boa,True,sem banco
115652,False,ruim,False,nuvem ou imagem inadequada
115653,False,ruim,False,nuvem ou imagem inadequada
115654,False,ruim,False,3
115655,True,boa,True,banco evidente
115656,False,boa,True,sem banco
116096,False,boa,True,sem banco
116098,False,ruim,False,nuvem ou imagem inadequada
116099,False,ruim,False,nuvem ou imagem inadequada
116100,False,boa,True,sem banco
116101,False,boa,True,sem banco
116541,False,boa,True,sem banco
116543,False,ruim,False,nuvem ou imagem inadequada
116544,False,ruim,False,nuvem ou imagem inadequada
116986,False,boa,True,sem banco
116987,False,ruim,False,nuvem ou imagem inadequada
116988,False,ruim,False,nuvem ou imagem inadequada
117432,False,ruim,False,nuvem ou imagem inadequada
117433,False,ruim,False,nuvem ou imagem inadequada
117877,False,ruim,False,nuvem ou imagem inadequada
117878,False,ruim,False,nuvem ou imagem inadequada
117879,False,ruim,False,nuvem ou imagem inadequada
118322,False,ruim,False,nuvem ou imagem inadequada
118323,False,ruim,False,nuvem ou imagem inadequada
118324,False,ruim,False,nuvem ou imagem inadequada
118325,False,boa,True,sem banco
118768,False,ruim,False,nuvem ou imagem inadequada
118769,False,ruim,False,nuvem ou imagem inadequada
118770,False,ruim,False,nuvem ou imagem inadequada
118771,False,ruim,False,nuvem ou imagem inadequada
119213,False,boa,True,sem banco
119214,False,boa,True,sem banco
119215,False,ruim,False,nuvem ou imagem inadequada
119657,False,ruim,False,nuvem ou imagem inadequada
119658,False,ruim,False,nuvem ou imagem inadequada
119659,False,ruim,False,nuvem ou imagem inadequada
120102,False,ruim,False,nuvem ou imagem inadequada
120103,False,ruim,False,nuvem ou imagem inadequada
120104,False,boa,True,sem banco
120546,False,ruim,False,nuvem ou imagem inadequada
120547,False,ruim,False,nuvem ou imagem inadequada
120548,False,ruim,False,nuvem ou imagem inadequada
120549,False,ruim,False,nuvem ou imagem inadequada
120990,False,ruim,False,nuvem ou imagem inadequada
120991,False,ruim,False,nuvem ou imagem inadequada
120992,False,ruim,False,nuvem ou imagem inadequada
120993,False,ruim,False,nuvem ou imagem inadequada
120994,False,ruim,False,nuvem ou imagem inadequada
121421,False,boa,True,sem banco
121422,False,ruim,False,nuvem ou imagem inadequada
121423,False,ruim,False,nuvem ou imagem inadequada
121424,False,ruim,False,nuvem ou imagem inadequada
121425,False,ruim,False,nuvem ou imagem inadequada
121426,False,ruim,False,nuvem ou imagem inadequada
121427,True,boa,True,banco evidente
121435,False,ruim,False,nuvem ou imagem inadequada
121436,False,ruim,False,nuvem ou imagem inadequada
121437,False,ruim,False,nuvem ou imagem inadequada
121438,False,ruim,False,nuvem ou imagem inadequada
121439,True,boa,True,banco evidente
121864,False,ruim,False,nuvem ou imagem inadequada
121865,False,ruim,False,nuvem ou imagem inadequada
121866,False,ruim,False,nuvem ou imagem inadequada
121867,False,ruim,False,nuvem ou imagem inadequada
121868,False,ruim,False,nuvem ou imagem inadequada
121869,False,ruim,False,nuvem ou imagem inadequada
121870,False,ruim,False,nuvem ou imagem inadequada
121871,False,ruim,False,nuvem ou imagem inadequada
121872,False,ruim,False,nuvem ou imagem inadequada
121873,False,ruim,False,nuvem ou imagem inadequada
121874,False,boa,True,sem banco
121875,False,ruim,False,nuvem ou imagem inadequada
121877,False,boa,True,sem banco
121878,True,boa,True,banco evidente
121879,False,ruim,False,nuvem ou imagem inadequada
121880,False,ruim,False,nuvem ou imagem inadequada
121881,False,ruim,False,nuvem ou imagem inadequada
121882,False,ruim,False,nuvem ou imagem inadequada
121883,False,ruim,False,nuvem ou imagem inadequada
121884,True,boa,True,banco evidente
122306,False,ruim,False,nuvem ou imagem inadequada
122307,False,ruim,False,nuvem ou imagem inadequada
122308,False,ruim,False,nuvem ou imagem inadequada
122309,False,ruim,False,nuvem ou imagem inadequada
122310,False,ruim,False,nuvem ou imagem inadequada
122311,False,ruim,False,nuvem ou imagem inadequada
122312,False,ruim,False,nuvem ou imagem inadequada
122313,False,ruim,False,nuvem ou imagem inadequada
122314,False,ruim,False,nuvem ou imagem inadequada
122315,False,ruim,False,nuvem ou imagem inadequada
122316,False,ruim,False,nuvem ou imagem inadequada
122317,False,ruim,False,nuvem ou imagem inadequada
122318,False,ruim,False,nuvem ou imagem inadequada
122319,False,ruim,False,nuvem ou imagem inadequada
122320,False,ruim,False,nuvem ou imagem inadequada
122321,False,ruim,False,nuvem ou imagem inadequada
122323,False,ruim,False,nuvem ou imagem inadequada
122324,False,ruim,False,nuvem ou imagem inadequada
122325,False,ruim,False,nuvem ou imagem inadequada
122326,False,ruim,False,nuvem ou imagem inadequada
122327,False,ruim,False,nuvem ou imagem inadequada
122328,False,boa,True,sem banco
122329,True,boa,True,banco evidente
122749,False,ruim,False,nuvem ou imagem inadequada
122750,False,ruim,False,nuvem ou imagem inadequada
122751,False,ruim,False,nuvem ou imagem inadequada
122752,False,ruim,False,nuvem ou imagem inadequada
122753,False,ruim,False,nuvem ou imagem inadequada
122754,False,ruim,False,nuvem ou imagem inadequada
122755,False,ruim,False,nuvem ou imagem inadequada
122756,False,ruim,False,nuvem ou imagem inadequada
122757,False,ruim,False,nuvem ou imagem inadequada
122758,False,ruim,False,nuvem ou imagem inadequada
122759,False,ruim,False,nuvem ou imagem inadequada
122760,False,ruim,False,nuvem ou imagem inadequada
122763,False,ruim,False,nuvem ou imagem inadequada
122764,False,ruim,False,nuvem ou imagem inadequada
122765,False,ruim,False,nuvem ou imagem inadequada
122766,False,ruim,False,nuvem ou imagem inadequada
122767,False,ruim,False,nuvem ou imagem inadequada
122768,False,ruim,False,nuvem ou imagem inadequada
122769,False,ruim,False,nuvem ou imagem inadequada
123193,False,ruim,False,nuvem ou imagem inadequada
123194,False,ruim,False,nuvem ou imagem inadequada
123195,False,ruim,False,nuvem ou imagem inadequada
123196,False,ruim,False,nuvem ou imagem inadequada
123197,False,ruim,False,nuvem ou imagem inadequada
123198,False,ruim,False,nuvem ou imagem inadequada
123199,False,ruim,False,nuvem ou imagem inadequada
123200,False,ruim,False,nuvem ou imagem inadequada
123201,False,ruim,False,nuvem ou imagem inadequada
123202,False,ruim,False,nuvem ou imagem inadequada
123203,False,ruim,False,nuvem ou imagem inadequada
123204,False,ruim,False,nuvem ou imagem inadequada
123205,False,ruim,False,nuvem ou imagem inadequada
123207,False,ruim,False,nuvem ou imagem inadequada
123208,False,ruim,False,nuvem ou imagem inadequada
123209,False,ruim,False,nuvem ou imagem inadequada
123210,False,ruim,False,nuvem ou imagem inadequada
123211,False,ruim,False,nuvem ou imagem inadequada
123212,False,ruim,False,nuvem ou imagem inadequada
123213,False,ruim,False,nuvem ou imagem inadequada
123214,False,ruim,False,nuvem ou imagem inadequada
123637,False,ruim,False,nuvem ou imagem inadequada
123638,False,ruim,False,nuvem ou imagem inadequada
123639,False,ruim,False,nuvem ou imagem inadequada
123640,False,ruim,False,nuvem ou imagem inadequada
123641,False,ruim,False,nuvem ou imagem inadequada
123642,False,ruim,False,nuvem ou imagem inadequada
123643,False,ruim,False,nuvem ou imagem inadequada
123644,False,ruim,False,nuvem ou imagem inadequada
123645,False,ruim,False,nuvem ou imagem inadequada
123646,False,ruim,False,nuvem ou imagem inadequada
123647,False,ruim,False,nuvem ou imagem inadequada
123648,False,ruim,False,nuvem ou imagem inadequada
123649,False,ruim,False,nuvem ou imagem inadequada
123650,False,ruim,False,nuvem ou imagem inadequada
123651,False,ruim,False,nuvem ou imagem inadequada
123652,False,ruim,False,nuvem ou imagem inadequada
123653,False,ruim,False,nuvem ou imagem inadequada
123654,True,boa,True,banco evidente
123655,False,ruim,False,nuvem ou imagem inadequada
123656,False,ruim,False,nuvem ou imagem inadequada
123657,False,ruim,False,nuvem ou imagem inadequada
123658,False,ruim,False,nuvem ou imagem inadequada
123659,False,ruim,False,nuvem ou imagem inadequada
123660,False,boa,True,sem banco
124078,False,boa,True,sem banco
124079,False,ruim,False,nuvem ou imagem inadequada
124080,False,ruim,False,nuvem ou imagem inadequada
124081,False,ruim,False,nuvem ou imagem inadequada
124082,False,ruim,False,nuvem ou imagem inadequada
124083,False,ruim,False,nuvem ou imagem inadequada
124084,False,ruim,False,nuvem ou imagem inadequada
124085,False,ruim,False,nuvem ou imagem inadequada
124086,False,ruim,False,nuvem ou imagem inadequada
124087,False,ruim,False,nuvem ou imagem inadequada
124088,False,ruim,False,nuvem ou imagem inadequada
124089,False,ruim,False,nuvem ou imagem inadequada
124090,False,ruim,False,nuvem ou imagem inadequada
124091,False,ruim,False,nuvem ou imagem inadequada
124092,False,ruim,False,nuvem ou imagem inadequada
124093,False,ruim,False,nuvem ou imagem inadequada
124094,False,ruim,False,nuvem ou imagem inadequada
124095,False,ruim,False,nuvem ou imagem inadequada
124096,False,ruim,False,nuvem ou imagem inadequada
124097,False,ruim,False,nuvem ou imagem inadequada
124098,False,ruim,False,3
124099,False,ruim,False,nuvem ou imagem inadequada
124100,False,boa,True,sem banco
124101,False,ruim,False,nuvem ou imagem inadequada
124102,False,ruim,False,nuvem ou imagem inadequada
124103,False,ruim,False,nuvem ou imagem inadequada
124104,False,ruim,False,nuvem ou imagem inadequada
124105,False,ruim,False,nuvem ou imagem inadequada
124522,False,ruim,False,nuvem ou imagem inadequada
124523,False,ruim,False,nuvem ou imagem inadequada
124524,False,ruim,False,nuvem ou imagem inadequada
124525,False,ruim,False,nuvem ou imagem inadequada
124526,False,ruim,False,nuvem ou imagem inadequada
124527,False,ruim,False,nuvem ou imagem inadequada
124528,False,ruim,False,nuvem ou imagem inadequada
124529,False,ruim,False,nuvem ou imagem inadequada
124530,False,ruim,False,nuvem ou imagem inadequada
124531,False,ruim,False,nuvem ou imagem inadequada
124532,False,ruim,False,nuvem ou imagem inadequada
124533,False,ruim,False,nuvem ou imagem inadequada
124534,False,ruim,False,nuvem ou imagem inadequada
124535,False,ruim,False,nuvem ou imagem inadequada
124536,False,ruim,False,nuvem ou imagem inadequada
124537,False,ruim,False,nuvem ou imagem inadequada
124538,False,ruim,False,nuvem ou imagem inadequada
124539,False,ruim,False,nuvem ou imagem inadequada
124540,False,ruim,False,nuvem ou imagem inadequada
124541,False,ruim,False,nuvem ou imagem inadequada
124542,False,ruim,False,nuvem ou imagem inadequada
124543,False,ruim,False,nuvem ou imagem inadequada
124544,False,ruim,False,nuvem ou imagem inadequada
124545,False,ruim,False,nuvem ou imagem inadequada
124546,False,ruim,False,nuvem ou imagem inadequada
124547,False,ruim,False,nuvem ou imagem inadequada
124548,False,ruim,False,nuvem ou imagem inadequada
124549,False,ruim,False,nuvem ou imagem inadequada
124550,False,ruim,False,nuvem ou imagem inadequada
124963,False,boa,True,sem banco
124964,False,ruim,False,nuvem ou imagem inadequada
124965,False,ruim,False,nuvem ou imagem inadequada
124966,False,ruim,False,nuvem ou imagem inadequada
124967,False,ruim,False,nuvem ou imagem inadequada
124968,False,ruim,False,nuvem ou imagem inadequada
124969,False,ruim,False,nuvem ou imagem inadequada
124970,False,ruim,False,nuvem ou imagem inadequada
124971,False,ruim,False,nuvem ou imagem inadequada
124972,False,ruim,False,nuvem ou imagem inadequada
124973,False,ruim,False,nuvem ou imagem inadequada
124974,False,ruim,False,nuvem ou imagem inadequada
124975,False,ruim,False,nuvem ou imagem inadequada
124976,False,ruim,False,nuvem ou imagem inadequada
124977,False,ruim,False,nuvem ou imagem inadequada
124978,False,ruim,False,nuvem ou imagem inadequada
124979,False,ruim,False,nuvem ou imagem inadequada
124980,False,ruim,False,nuvem ou imagem inadequada
124981,False,ruim,False,nuvem ou imagem inadequada
124982,False,ruim,False,nuvem ou imagem inadequada
124983,False,ruim,False,nuvem ou imagem inadequada
124984,False,ruim,False,nuvem ou imagem inadequada
124985,False,ruim,False,nuvem ou imagem inadequada
124986,False,ruim,False,nuvem ou imagem inadequada
124987,False,ruim,False,nuvem ou imagem inadequada
124988,False,ruim,False,nuvem ou imagem inadequada
124989,False,ruim,False,nuvem ou imagem inadequada
124990,False,ruim,False,nuvem ou imagem inadequada
124991,False,ruim,False,nuvem ou imagem inadequada
124992,False,ruim,False,nuvem ou imagem inadequada
124993,False,ruim,False,nuvem ou imagem inadequada
125408,False,ruim,False,nuvem ou imagem inadequada
125409,False,ruim,False,nuvem ou imagem inadequada
125410,False,ruim,False,nuvem ou imagem inadequada
125411,False,ruim,False,nuvem ou imagem inadequada
125412,False,ruim,False,nuvem ou imagem inadequada
125413,False,ruim,False,nuvem ou imagem inadequada
125414,False,ruim,False,nuvem ou imagem inadequada
125415,False,ruim,False,nuvem ou imagem inadequada
125416,False,ruim,False,nuvem ou imagem inadequada
125417,False,ruim,False,nuvem ou imagem inadequada
125418,False,ruim,False,nuvem ou imagem inadequada
125419,False,ruim,False,nuvem ou imagem inadequada
125420,False,ruim,False,nuvem ou imagem inadequada
125421,False,ruim,False,nuvem ou imagem inadequada
125422,False,ruim,False,nuvem ou imagem inadequada
125423,False,ruim,False,nuvem ou imagem inadequada
125424,False,ruim,False,nuvem ou imagem inadequada
125425,False,ruim,False,nuvem ou imagem inadequada
125426,False,ruim,False,nuvem ou imagem inadequada
125427,False,ruim,False,nuvem ou imagem inadequada
125428,False,ruim,False,nuvem ou imagem inadequada
125429,False,ruim,False,nuvem ou imagem inadequada
125430,False,ruim,False,nuvem ou imagem inadequada
125431,False,ruim,False,nuvem ou imagem inadequada
125432,False,ruim,False,nuvem ou imagem inadequada
125433,False,ruim,False,nuvem ou imagem inadequada
125434,False,ruim,False,nuvem ou imagem inadequada
125435,False,ruim,False,nuvem ou imagem inadequada
125436,False,ruim,False,nuvem ou imagem inadequada
125852,False,boa,True,sem banco
125853,False,ruim,False,nuvem ou imagem inadequada
125854,False,ruim,False,nuvem ou imagem inadequada
125855,False,ruim,False,nuvem ou imagem inadequada
125856,False,ruim,False,nuvem ou imagem inadequada
125857,False,ruim,False,nuvem ou imagem inadequada
125858,False,ruim,False,nuvem ou imagem inadequada
125859,False,ruim,False,nuvem ou imagem inadequada
125860,False,ruim,False,nuvem ou imagem inadequada
125861,False,ruim,False,nuvem ou imagem inadequada
125862,False,ruim,False,nuvem ou imagem inadequada
125863,False,ruim,False,nuvem ou imagem inadequada
125864,False,ruim,False,nuvem ou imagem inadequada
125865,False,ruim,False,nuvem ou imagem inadequada
125866,False,ruim,False,nuvem ou imagem inadequada
125867,False,ruim,False,nuvem ou imagem inadequada
125868,False,ruim,False,nuvem ou imagem inadequada
125869,False,ruim,False,nuvem ou imagem inadequada
125870,False,ruim,False,nuvem ou imagem inadequada
125871,False,ruim,False,nuvem ou imagem inadequada
125872,False,ruim,False,nuvem ou imagem inadequada
125873,False,ruim,False,nuvem ou imagem inadequada
125874,False,ruim,False,nuvem ou imagem inadequada
125875,False,ruim,False,nuvem ou imagem inadequada
125876,False,ruim,False,nuvem ou imagem inadequada
125877,False,ruim,False,nuvem ou imagem inadequada
125878,False,ruim,False,nuvem ou imagem inadequada
125879,False,ruim,False,nuvem ou imagem inadequada
125880,False,boa,True,sem banco
126296,False,ruim,False,nuvem ou imagem inadequada
126297,False,ruim,False,nuvem ou imagem inadequada
126298,False,ruim,False,nuvem ou imagem inadequada
126299,False,ruim,False,nuvem ou imagem inadequada
126300,False,ruim,False,nuvem ou imagem inadequada
126301,False,ruim,False,nuvem ou imagem inadequada
126302,False,ruim,False,nuvem ou imagem inadequada
126303,False,ruim,False,nuvem ou imagem inadequada
126304,False,ruim,False,nuvem ou imagem inadequada
126305,False,ruim,False,nuvem ou imagem inadequada
126306,False,ruim,False,nuvem ou imagem inadequada
126307,False,ruim,False,nuvem ou imagem inadequada
126308,False,ruim,False,nuvem ou imagem inadequada
126309,False,ruim,False,nuvem ou imagem inadequada
126310,False,ruim,False,nuvem ou imagem inadequada
126311,False,ruim,False,nuvem ou imagem inadequada
126312,False,ruim,False,nuvem ou imagem inadequada
126313,False,ruim,False,nuvem ou imagem inadequada
126314,False,ruim,False,nuvem ou imagem inadequada
126315,False,ruim,False,nuvem ou imagem inadequada
126316,False,ruim,False,nuvem ou imagem inadequada
126317,False,ruim,False,nuvem ou imagem inadequada
126318,False,ruim,False,nuvem ou imagem inadequada
126319,False,ruim,False,nuvem ou imagem inadequada
126320,False,ruim,False,nuvem ou imagem inadequada
126321,False,ruim,False,nuvem ou imagem inadequada
126322,False,ruim,False,nuvem ou imagem inadequada
126323,False,ruim,False,nuvem ou imagem inadequada
126730,False,boa,True,sem banco
126731,False,ruim,False,nuvem ou imagem inadequada
126732,False,ruim,False,nuvem ou imagem inadequada
